elemento,tipo,grupo,perfil,combo,tipo_combo,metodo,tipo_valor,extremo,nodo,longitud_m,P_N,Vy_N,Vz_N,T_Nm,My_Nm,Mz_Nm,V_resultante_N,M_resultante_Nm
249,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,J,55,1.5,0.0,7.572814528274308e-13,11181.867027376144,26.47583150167043,17042.535680638524,5.679610896205729e-13,11181.867027376144,17042.535680638524
250,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,I,55,4.6000000000000005,0.0,3.090728507258524e-14,3076.596565016928,7.850964386133956,17043.517193405693,7.108675566694608e-14,3076.596565016928,17043.517193405693
250,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,J,56,4.6000000000000005,0.0,3.090728507258524e-14,4347.795985016928,7.850964386133956,32.58567330253382,7.108675566694608e-14,4347.795985016928,32.58567330253382
251,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,I,55,3.799999999999999,0.0,4.6563205587349225e-15,589.3124227653361,1.1396443922742003,34.326795881526955,8.847009061596349e-15,589.3124227653361,34.326795881526955
251,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,J,57,3.799999999999999,0.0,4.6563205587349225e-15,1639.4336827653356,1.1396443922742003,4201.30550581429,8.847009061596349e-15,1639.4336827653356,4201.30550581429
252,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,I,44,1.5,7.582327385417202e-12,7.572798843587928e-13,17356.562612046542,10.888243483628965,25720.36825383031,5.679599132690945e-13,17356.562612046542,25720.36825383031
252,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,J,57,1.5,7.582327385417202e-12,7.572798843587928e-13,16942.041062046545,10.888243483628965,3.585366446985656,5.679599132690945e-13,16942.041062046545,3.585366446985656
253,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,I,45,1.5,0.0,7.572814528274308e-13,8558.165807674346,3.87929313905698,12528.663926985599,5.679610896205729e-13,8558.165807674346,12528.663926985599
253,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,J,58,1.5,0.0,7.572814528274308e-13,8143.644257674347,3.87929313905698,2.44572264180493,5.679610896205729e-13,8143.644257674347,2.44572264180493
254,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,I,57,5.450000000000001,0.0,6.369252869271117e-16,1521.2888482769856,2.4457226418120173,4190.417552088432,1.7356214068763797e-15,1521.2888482769856,4190.417552088432
254,VIGA,Viga_1,IR 203 x 31.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,J,58,5.450000000000001,0.0,6.369252869271117e-16,50.144102674335485,2.4457226418120173,3.87929313905699,1.7356214068763797e-15,50.144102674335485,3.87929313905699
255,CONTRAVIENTO,Contraviento_1,ORC 114 x 5.3,SISMO_UP_1,SISMO,GRAVEDAD_ABS_PLUS_CQC,ENVOLVENTE_POSITIVA,I,38,4.49728807171611,96575.10652898671,0.8127623531716921,97871.62318723257,0.0,0.0,0.0,97871.62319060731,0.0
